page_url,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,latitude,longitude,locator_domain,hours_of_operation,raw_address
https://www.kiehls.bg/%D0%BF%D0%BE%D1%82%D1%8A%D1%80%D1%81%D0%B5%D1%82%D0%B5-%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD?lat=42.6977&long=23.3219,Kiehl's Сердика център,Kiehl's Сердика център,Sofia,Missing,1505,Missing,Missing,Missing,Missing,42.691781,23.353176,kiehls.bg,Missing,"Kiehl's Сердика център, Sofia"
https://www.kiehls.bg/%D0%BF%D0%BE%D1%82%D1%8A%D1%80%D1%81%D0%B5%D1%82%D0%B5-%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD?lat=42.6977&long=23.3219,Kiehl's Парадайс център,Kiehl's Парадайс център,Missing,Missing,Missing,BG,Missing,Missing,Missing,42.657,23.314,kiehls.bg,Missing,"Kiehl's Парадайс център, "
